State,Year,StateCode,Population,AllOpioids,AllOpioidsRate,AllOpioidsRatePer100k,T40.1,T40.1Rate,T40.1RatePer100k,T40.2,T40.2Rate,T40.2RatePer100k,T40.3,T40.3Rate,T40.3RatePer100k,T40.4,T40.4Rate,T40.4RatePer100k,T40.6,T40.6Rate,T40.6RatePer100k,fracwhite,fracblack,fracother,yr_st_age_0_15,yr_st_age_16_35,yr_st_age_36_64,yr_st_age_65plus
Washington,2003,53,6104115,492,8.06014E-05,8.060136482,66,1.08124E-05,1.081237821,166,2.71948E-05,2.719476943,169,2.76862E-05,2.768624117,38,6.22531E-06,0.622530866,132,2.16248E-05,2.162475641,0.8525507,0.039969,0.1074803,0.2382363,0.2646848,0.389345,0.1077339
West Virginia,2003,54,1812295,203,0.000112013,11.2012669,6,3.31072E-06,0.331071928,122,6.7318E-05,6.731795872,69,3.80733E-05,3.807327174,46,2.53822E-05,2.538218116,7,3.86251E-06,0.386250583,0.9599689,0.0319729,0.0080582,0.2126308,0.2349998,0.4065693,0.1458
Wisconsin,2003,55,5479203,203,3.70492E-05,3.704918398,26,4.74522E-06,0.474521568,106,1.93459E-05,1.934587932,43,7.84786E-06,0.78478567,42,7.66535E-06,0.766534841,12,2.1901E-06,0.219009955,0.9007567,0.0570903,0.042153,0.2445485,0.2437176,0.3899547,0.1217792
Wyoming,2003,56,503453,7,1.3904E-05,1.390397912,1,1.98628E-06,0.198628273,4,7.94513E-06,0.794513093,1,1.98628E-06,0.198628273,1,1.98628E-06,0.198628273,2,3.97257E-06,0.397256546,0.947328,0.0096269,0.0430451,0.2357482,0.2504109,0.4018569,0.1119839
Alabama,2002,1,4480089,75,1.67407E-05,1.674073886,2,4.4642E-07,0.04464197,31,6.91951E-06,0.691950539,36,8.03555E-06,0.803555465,9,2.00889E-06,0.200888866,7,1.56247E-06,0.156246896,0.7350299,0.2481432,0.0168269,0.2544447,0.2491009,0.372297,0.1241573
Alaska,2002,2,642337,7,1.08977E-05,1.089770634,2,3.11363E-06,0.311363038,4,6.22726E-06,0.622726077,2,3.11363E-06,0.311363038,0,0,0,0,0,0,0.7521329,0.0384283,0.2094388,0.295339,0.2427256,0.4029228,0.0590126
Arizona,2002,4,5396255,340,6.30067E-05,6.300665925,26,4.81816E-06,0.48181563,138,2.55733E-05,2.557329111,61,1.13041E-05,1.130413592,24,4.44753E-06,0.444752889,117,2.16817E-05,2.168170333,0.7792095,0.0346501,0.1861405,0.2771035,0.2630317,0.3372385,0.1226263
Arkansas,2002,5,2705927,96,3.54777E-05,3.547767549,3,1.10868E-06,0.110867736,42,1.55215E-05,1.552148303,35,1.29346E-05,1.293456919,26,9.60854E-06,0.960853711,11,4.06515E-06,0.406515032,0.8132071,0.1641689,0.0226239,0.2536153,0.2509166,0.3675324,0.1279356
California,2002,6,34871843,1583,4.53948E-05,4.539479029,383,1.09831E-05,1.098307308,973,2.79022E-05,2.790216737,126,3.61323E-06,0.361323031,128,3.67058E-06,0.367058317,299,8.57425E-06,0.857425287,0.6648028,0.0683535,0.2668437,0.2770844,0.2689284,0.3524647,0.1015224
Colorado,2002,8,4490406,206,4.58756E-05,4.587558452,28,6.23552E-06,0.623551634,76,1.6925E-05,1.692497293,27,6.01282E-06,0.601281933,32,7.1263E-06,0.712630439,61,1.35845E-05,1.358451775,0.8596883,0.0434896,0.0968221,0.256057,0.2712819,0.3842855,0.0883756
Connecticut,2002,9,3458749,174,5.03072E-05,5.030720645,90,2.6021E-05,2.602096885,25,7.22805E-06,0.72280469,24,6.93893E-06,0.693892503,8,2.31298E-06,0.231297501,32,9.2519E-06,0.925190004,0.8399944,0.0897965,0.0702091,0.2583533,0.2184742,0.396284,0.1268885
Delaware,2002,10,806169,54,6.69835E-05,6.698347369,15,1.86065E-05,1.860652047,23,2.853E-05,2.852999805,8,9.92348E-06,0.992347758,5,6.20217E-06,0.620217349,8,9.92348E-06,0.992347758,0.7780584,0.1801897,0.0417519,0.2507331,0.2426945,0.3781144,0.128458
District of Columbia,2002,11,573158,29,5.05969E-05,5.059686858,3,5.23416E-06,0.523415882,3,5.23416E-06,0.523415882,3,5.23416E-06,0.523415882,1,1.74472E-06,0.174471961,20,3.48944E-05,3.489439212,0.3308907,0.5878279,0.0812815,0.2239445,0.2901393,0.3644972,0.121419
Florida,2002,12,16689370,1001,5.99783E-05,5.997829756,210,1.25829E-05,1.258285963,427,2.55851E-05,2.558514791,227,1.36015E-05,1.360147207,143,8.56833E-06,0.856832822,69,4.13437E-06,0.413436816,0.8033776,0.1454744,0.0511481,0.2376312,0.2210374,0.3753933,0.1659381
Georgia,2002,13,8508256,223,2.62098E-05,2.620983666,4,4.70132E-07,0.04701316,100,1.17533E-05,1.175328998,52,6.11171E-06,0.611171079,36,4.23118E-06,0.423118439,50,5.87664E-06,0.587664499,0.6747352,0.277835,0.0474298,0.2773628,0.273436,0.360083,0.0891182
Hawaii,2002,15,1239613,48,3.87218E-05,3.872176236,2,1.61341E-06,0.161340676,28,2.25877E-05,2.258769471,15,1.21006E-05,1.210055074,7,5.64692E-06,0.564692368,2,1.61341E-06,0.161340676,0.2736293,0.022709,0.7036617,0.2404546,0.2440151,0.3862424,0.1292879
Idaho,2002,16,1340372,45,3.35728E-05,3.357276935,4,2.98425E-06,0.298424616,25,1.86515E-05,1.865153853,10,7.46062E-06,0.746061541,8,5.96849E-06,0.596849233,4,2.98425E-06,0.298424616,0.9386609,0.0057424,0.0555967,0.2680325,0.2661793,0.358403,0.1073852
Illinois,2002,17,12525556,612,4.88601E-05,4.886010649,49,3.912E-06,0.391200199,89,7.10547E-06,0.7105473,72,5.74825E-06,0.574824782,45,3.59265E-06,0.359265489,412,3.28928E-05,3.289275143,0.7670188,0.146019,0.0869622,0.2689314,0.2565984,0.3620841,0.1123861
Indiana,2002,18,6155967,74,1.20209E-05,1.202085716,1,1.62444E-07,0.016244402,32,5.19821E-06,0.51982085,21,3.41132E-06,0.341132433,14,2.27422E-06,0.227421622,17,2.76155E-06,0.276154827,0.890846,0.0813914,0.0277626,0.2633419,0.2512952,0.3695215,0.1158414
Iowa,2002,19,2934234,41,1.3973E-05,1.397298239,4,1.36322E-06,0.136321779,20,6.81609E-06,0.681608897,8,2.72644E-06,0.272643559,11,3.74885E-06,0.374884893,6,2.04483E-06,0.204482669,0.9442216,0.0253161,0.0304624,0.2376528,0.2451353,0.3814859,0.135726
Kansas,2002,20,2713535,87,3.20615E-05,3.206149911,0,0,0,45,1.65835E-05,1.658353402,27,9.95012E-06,0.995012041,18,6.63341E-06,0.663341361,3,1.10557E-06,0.110556893,0.8797351,0.0648104,0.0554545,0.2534834,0.2552978,0.37042,0.1207988
Kentucky,2002,21,4089875,185,4.52337E-05,4.523365629,4,9.78025E-07,0.0978025,86,2.10275E-05,2.102753752,80,1.95605E-05,1.956050002,33,8.06871E-06,0.806870626,31,7.57969E-06,0.757969376,0.9184209,0.064941,0.0166382,0.2273017,0.2604367,0.3970738,0.1151877
Louisiana,2002,22,4497267,105,2.33475E-05,2.334751306,1,2.22357E-07,0.022235727,44,9.78372E-06,0.978371976,46,1.02284E-05,1.022843429,9,2.00122E-06,0.20012154,22,4.89186E-06,0.489185988,0.6517897,0.3175819,0.0306284,0.2701341,0.258975,0.3595741,0.1113168
Maine,2002,23,1295960,100,7.71629E-05,7.71628754,3,2.31489E-06,0.231488626,26,2.00623E-05,2.00623476,50,3.85814E-05,3.85814377,14,1.08028E-05,1.080280256,16,1.23461E-05,1.234606006,0.977372,0.0072338,0.0153943,0.2087351,0.2346699,0.4250942,0.1315009
Maryland,2002,24,5440389,562,0.000103301,10.33014367,27,4.96288E-06,0.496288041,28,5.14669E-06,0.51466908,26,4.77907E-06,0.477907003,9,1.65429E-06,0.165429347,472,8.67585E-05,8.675850201,0.6674289,0.271315,0.0612562,0.2584237,0.240674,0.3918348,0.1090675
Massachusetts,2002,25,6417206,491,7.6513E-05,7.651304945,17,2.64913E-06,0.264912798,77,1.1999E-05,1.199899146,24,3.73995E-06,0.373994539,21,3.27245E-06,0.327245222,363,5.65667E-05,5.656667403,0.8680449,0.0544294,0.0775257,0.2381899,0.2461343,0.3847852,0.1308907
Michigan,2002,26,10015710,248,2.47611E-05,2.476110031,75,7.48824E-06,0.748823598,88,8.7862E-06,0.878619688,44,4.3931E-06,0.439309844,43,4.29326E-06,0.42932553,16,1.59749E-06,0.159749034,0.8250284,0.1356011,0.0393705,0.2599101,0.2474606,0.3767801,0.1158492
Minnesota,2002,27,5018935,112,2.23155E-05,2.231549123,3,5.97736E-07,0.059773637,49,9.76303E-06,0.976302742,18,3.58642E-06,0.358641823,10,1.99245E-06,0.199245457,41,8.16906E-06,0.816906376,0.8984461,0.0407017,0.0608522,0.2463484,0.2588865,0.3860532,0.108712
Mississippi,2002,28,2858681,27,9.44492E-06,0.944491533,0,0,0,17,5.9468E-06,0.594679854,4,1.39925E-06,0.139924672,3,1.04944E-06,0.104943504,5,1.74906E-06,0.174905839,0.6309589,0.357693,0.0113481,0.2768288,0.2527816,0.3565957,0.113794
Missouri,2002,29,5674825,198,3.48909E-05,3.489094377,57,1.00444E-05,1.00443626,83,1.4626E-05,1.462600168,24,4.22921E-06,0.422920531,32,5.63894E-06,0.563894041,13,2.29082E-06,0.229081954,0.8720391,0.1057324,0.0222285,0.2476294,0.2474774,0.3799315,0.1249616
Montana,2002,30,911667,21,2.30347E-05,2.30347265,1,1.09689E-06,0.109689174,9,9.87203E-06,0.987202564,10,1.09689E-05,1.096891738,0,0,0,1,1.09689E-06,0.109689174,0.9291117,0.0052328,0.0656555,0.2348979,0.227665,0.4111035,0.1263336
Nebraska,2002,31,1728292,25,1.44651E-05,1.446514825,2,1.15721E-06,0.115721186,11,6.36467E-06,0.636466523,5,2.89303E-06,0.289302965,8,4.62885E-06,0.462884744,1,5.78606E-07,0.057860593,0.9172271,0.04036,0.0424128,0.2531422,0.2594896,0.3638729,0.1234953
Nevada,2002,32,2173791,270,0.000124207,12.4206973,39,1.7941E-05,1.794100721,110,5.06028E-05,5.060284084,59,2.71415E-05,2.714152373,26,1.19607E-05,1.196067147,70,3.22018E-05,3.220180781,0.8149253,0.0692712,0.1158036,0.2688206,0.2643626,0.3626511,0.1041657
New Hampshire,2002,33,1269089,83,6.54012E-05,6.540124451,3,2.3639E-06,0.23639004,18,1.41834E-05,1.418340242,34,2.67909E-05,2.679087125,6,4.7278E-06,0.472780081,31,2.4427E-05,2.442697084,0.9700521,0.008431,0.0215169,0.2499437,0.2247255,0.4143927,0.1109381
New Jersey,2002,34,8552643,505,5.90461E-05,5.9046075,246,2.8763E-05,2.876303851,98,1.14584E-05,1.145844624,49,5.72922E-06,0.572922312,30,3.50769E-06,0.350768762,128,1.49661E-05,1.496613386,0.7437329,0.1296001,0.126667,0.2536525,0.2270746,0.3963225,0.1229505
New Mexico,2002,35,1855309,205,0.000110494,11.04937237,23,1.23969E-05,1.23968568,142,7.65371E-05,7.653711592,33,1.77868E-05,1.778679454,18,9.70189E-06,0.970188793,5,2.69497E-06,0.269496887,0.7303035,0.0229738,0.2467228,0.2721165,0.2394667,0.372137,0.1162798
New York,2002,36,19137800,586,3.062E-05,3.062002947,50,2.61263E-06,0.26126305,50,2.61263E-06,0.26126305,145,7.57663E-06,0.757662845,27,1.41082E-06,0.141082047,389,2.03263E-05,2.03262653,0.7179078,0.1561278,0.1259644,0.2548405,0.2456361,0.3734525,0.1260709
North Carolina,2002,37,8326201,412,4.94824E-05,4.948235095,47,5.64483E-06,0.56448313,136,1.6334E-05,1.633397993,192,2.30597E-05,2.305973637,51,6.12524E-06,0.612524247,17,2.04175E-06,0.204174749,0.7433996,0.2075437,0.0490566,0.2568888,0.2573143,0.3740298,0.1117671
North Dakota,2002,38,638168,14,2.19378E-05,2.193779694,0,0,0,7,1.09689E-05,1.096889847,2,3.13397E-06,0.313397099,7,1.09689E-05,1.096889847,0,0,0,0.9319685,0.011172,0.0568595,0.2340717,0.2580315,0.372107,0.1357899
Ohio,2002,39,11407889,459,4.02353E-05,4.023531435,122,1.06944E-05,1.069435371,206,1.80577E-05,1.805767921,65,5.69781E-06,0.56978114,64,5.61015E-06,0.561015276,49,4.29527E-06,0.429527321,0.8658031,0.1114353,0.0227616,0.2515911,0.2489501,0.3748142,0.1246446
Oklahoma,2002,40,3489080,152,4.35645E-05,4.356449265,7,2.00626E-06,0.200625953,87,2.49349E-05,2.493493987,45,1.28974E-05,1.289738269,23,6.592E-06,0.65919956,3,8.59826E-07,0.085982551,0.8241842,0.0784239,0.0973919,0.2593201,0.2486564,0.3654063,0.1266172
Oregon,2002,41,3513424,247,7.03018E-05,7.030179107,91,2.59007E-05,2.590065987,53,1.5085E-05,1.50849997,83,2.36237E-05,2.362367878,11,3.13085E-06,0.3130849,34,9.67717E-06,0.967716962,0.904789,0.0217161,0.0734948,0.240466,0.2537074,0.3866697,0.1191569
Pennsylvania,2002,42,12331031,357,2.89514E-05,2.895135046,142,1.15157E-05,1.151566321,102,8.27181E-06,0.827181442,39,3.16275E-06,0.316275257,43,3.48714E-06,0.348713745,71,5.75783E-06,0.57578316,0.8704184,0.0956932,0.0338884,0.2346131,0.2287369,0.3903512,0.1462989
Rhode Island,2002,44,1065995,77,7.2233E-05,7.223298421,8,7.50473E-06,0.750472563,7,6.56663E-06,0.656663493,17,1.59475E-05,1.594754197,2,1.87618E-06,0.187618141,52,4.87807E-05,4.878071661,0.8708994,0.0543723,0.0747284,0.2332272,0.237388,0.3896028,0.1397821
South Carolina,2002,45,4107795,85,2.06924E-05,2.069236659,3,7.30319E-07,0.073031882,38,9.25071E-06,0.925070506,14,3.40815E-06,0.34081545,22,5.35567E-06,0.535567135,10,2.4344E-06,0.243439607,0.6957287,0.283052,0.0212193,0.2488278,0.2538968,0.3834587,0.1138168
South Dakota,2002,46,760020,13,1.71048E-05,1.710481303,0,0,0,5,6.57877E-06,0.657877424,0,0,0,8,1.0526E-05,1.052603879,0,0,0,0.952841,0.0097853,0.0373737,0.249094,0.2523859,0.3687093,0.1298108
Tennessee,2002,47,5795918,179,3.08838E-05,3.088380477,5,8.62676E-07,0.086267611,88,1.51831E-05,1.518309955,47,8.10916E-06,0.810915544,22,3.79577E-06,0.379577489,48,8.28169E-06,0.828169067,0.8194187,0.1559639,0.0246174,0.2471315,0.2551532,0.381745,0.1159703
Texas,2002,48,21690325,788,3.63296E-05,3.632956168,183,8.43694E-06,0.843694136,322,1.48453E-05,1.48453285,142,6.5467E-06,0.654669766,122,5.62463E-06,0.562462757,85,3.9188E-06,0.39187979,0.759541,0.1057542,0.1347048,0.2882428,0.2714839,0.3481446,0.0921287
Utah,2002,49,2324815,213,9.16202E-05,9.162019343,28,1.2044E-05,1.204396909,129,5.54883E-05,5.548828616,62,2.66688E-05,2.66687887,13,5.59184E-06,0.559184279,35,1.5055E-05,1.505496136,0.9277713,0.0101332,0.0620955,0.3104501,0.3083135,0.2996498,0.0815866
Vermont,2002,50,615442,41,6.66188E-05,6.66187878,4,6.49939E-06,0.649939393,22,3.57467E-05,3.574666662,6,9.74909E-06,0.97490909,8,1.29988E-05,1.299878786,7,1.13739E-05,1.137393938,0.9756784,0.0077777,0.016544,0.2238473,0.2208204,0.4330384,0.1222939
Virginia,2002,51,7286873,361,4.95411E-05,4.954114062,91,1.24882E-05,1.248820996,147,2.01733E-05,2.017326225,90,1.2351E-05,1.235097689,49,6.72442E-06,0.672442075,50,6.86165E-06,0.686165383,0.7520247,0.1892134,0.058762,0.2482069,0.2517124,0.3930381,0.1070426
Washington,2002,53,6052349,474,7.83167E-05,7.831669985,75,1.23919E-05,1.239188289,145,2.39576E-05,2.395764025,143,2.36272E-05,2.362719004,47,7.76558E-06,0.776557994,139,2.29663E-05,2.296628962,0.8458158,0.041187,0.1129972,0.2456127,0.2624145,0.3869598,0.105013
West Virginia,2002,54,1805414,183,0.000101362,10.13617929,8,4.43112E-06,0.443111663,91,5.0404E-05,5.040395167,76,4.20956E-05,4.209560799,41,2.27095E-05,2.270947273,8,4.43112E-06,0.443111663,0.9645324,0.0271358,0.0083318,0.2139311,0.2328928,0.4073016,0.1458745
Wisconsin,2002,55,5445162,173,3.17713E-05,3.177132287,27,4.95853E-06,0.495853016,95,1.74467E-05,1.744668019,39,7.16232E-06,0.716232134,26,4.77488E-06,0.477488089,10,1.83649E-06,0.183649265,0.9037378,0.0535161,0.042746,0.2446348,0.2451927,0.3878487,0.1223238
Wyoming,2002,56,500017,17,3.39988E-05,3.399884404,1,1.99993E-06,0.1999932,10,1.99993E-05,1.999932002,4,7.99973E-06,0.799972801,3,5.9998E-06,0.599979601,4,7.99973E-06,0.799972801,0.9409833,0.0104452,0.0485715,0.2411746,0.2446274,0.3999738,0.1142243
Alabama,2001,1,4467634,67,1.49968E-05,1.49967522,1,2.23832E-07,0.022383212,25,5.5958E-06,0.559580306,31,6.9388E-06,0.693879579,8,1.79066E-06,0.179065698,8,1.79066E-06,0.179065698,0.7319281,0.2519075,0.0161643,0.2619487,0.2470167,0.3711846,0.11985
Alaska,2001,2,633714,17,2.6826E-05,2.682598144,1,1.578E-06,0.157799891,10,1.578E-05,1.577998908,0,0,0,3,4.734E-06,0.473399672,4,6.312E-06,0.631199563,0.7637998,0.0386991,0.197501,0.3053924,0.2573723,0.3867538,0.0504815
Arizona,2001,4,5273477,275,5.21478E-05,5.214775754,24,4.55108E-06,0.455107702,87,1.64977E-05,1.64976542,29,5.49922E-06,0.549921807,20,3.79256E-06,0.379256418,127,2.40828E-05,2.408278257,0.7857856,0.0320107,0.1822037,0.2888529,0.2486274,0.333926,0.1285937
Arkansas,2001,5,2691571,30,1.11459E-05,1.114590698,0,0,0,14,5.20142E-06,0.520142326,9,3.34377E-06,0.334377209,4,1.48612E-06,0.148612093,3,1.11459E-06,0.11145907,0.8246061,0.1577552,0.0176387,0.2574646,0.2493576,0.3618897,0.1312882
California,2001,6,34479458,605,1.75467E-05,1.754667953,232,6.72864E-06,0.672864405,345,1.0006E-05,1.000595775,41,1.18911E-06,0.118911382,31,8.99086E-07,0.089908606,130,3.77036E-06,0.377036089,0.6974355,0.068762,0.2338025,0.2886426,0.2673771,0.3431177,0.1008627
Colorado,2001,8,4425687,204,4.60945E-05,4.609453854,23,5.19693E-06,0.519693327,100,2.25954E-05,2.259536203,21,4.74503E-06,0.474502603,20,4.51907E-06,0.451907241,70,1.58168E-05,1.581675342,0.8783013,0.0418126,0.0798861,0.263364,0.2657122,0.3808784,0.0900454
Connecticut,2001,9,3432835,158,4.60261E-05,4.602609796,98,2.85478E-05,2.854783291,19,5.53478E-06,0.553478393,16,4.66087E-06,0.466087068,9,2.62174E-06,0.262173976,24,6.99131E-06,0.699130602,0.8538414,0.0861012,0.0600574,0.2489741,0.2194386,0.4018493,0.129738
Delaware,2001,10,795699,40,5.02703E-05,5.027026551,7,8.7973E-06,0.879729647,11,1.38243E-05,1.382432302,6,7.54054E-06,0.754053983,5,6.28378E-06,0.628378319,13,1.63378E-05,1.633783629,0.7823163,0.1782542,0.0394295,0.2611766,0.2394923,0.3718016,0.1275295
District of Columbia,2001,11,574504,48,8.35503E-05,8.355033211,0,0,0,6,1.04438E-05,1.044379151,0,0,0,0,0,0,42,7.31065E-05,7.31065406,0.3253416,0.5999739,0.0746845,0.2291822,0.2855039,0.3613032,0.1240107
Florida,2001,12,16356966,890,5.44111E-05,5.441106865,210,1.28386E-05,1.283856676,455,2.78169E-05,2.781689465,135,8.25336E-06,0.825336435,124,7.58087E-06,0.758086799,66,4.03498E-06,0.403497812,0.8128174,0.1413653,0.0458173,0.2370758,0.2288778,0.3640362,0.1700103
Georgia,2001,13,8377038,199,2.37554E-05,2.375541331,5,5.9687E-07,0.059686968,95,1.13405E-05,1.134052394,43,5.13308E-06,0.513307926,34,4.05871E-06,0.405871383,41,4.89433E-06,0.489433139,0.6799918,0.2758612,0.044147,0.2888351,0.2688743,0.3511227,0.0911679
Hawaii,2001,15,1225948,39,3.18121E-05,3.181211601,6,4.89417E-06,0.489417169,28,2.28395E-05,2.283946791,6,4.89417E-06,0.489417169,2,1.63139E-06,0.163139056,3,2.44709E-06,0.244708585,0.2638887,0.0228382,0.7132731,0.2529851,0.2452113,0.3732757,0.1285278
Idaho,2001,16,1319962,51,3.86375E-05,3.863747593,6,4.54559E-06,0.45455854,30,2.27279E-05,2.272792702,10,7.57598E-06,0.757597567,8,6.06078E-06,0.606078054,5,3.78799E-06,0.378798784,0.9403491,0.0054129,0.054238,0.2807497,0.2614274,0.3550555,0.1027674
Illinois,2001,17,12488445,583,4.66832E-05,4.668315391,40,3.20296E-06,0.320296082,74,5.92548E-06,0.592547751,60,4.80444E-06,0.480444123,35,2.80259E-06,0.280259071,400,3.20296E-05,3.202960817,0.7651409,0.1464044,0.0884548,0.2564543,0.2634183,0.3699166,0.1102108
Indiana,2001,18,6127760,79,1.28921E-05,1.289214982,10,1.63192E-06,0.16319177,35,5.71171E-06,0.571171195,16,2.61107E-06,0.261106832,13,2.12149E-06,0.212149301,8,1.30553E-06,0.130553416,0.8925859,0.0806904,0.0267236,0.2497633,0.2570613,0.3798188,0.1133566
Iowa,2001,19,2931997,29,9.89087E-06,0.98908696,4,1.36426E-06,0.136425788,15,5.11597E-06,0.511596704,3,1.02319E-06,0.102319341,5,1.70532E-06,0.170532235,2,6.82129E-07,0.068212894,0.9511104,0.022932,0.0259576,0.2476521,0.2489073,0.3691211,0.1343195
Kansas,2001,20,2702162,47,1.73935E-05,1.739347974,1,3.70074E-07,0.037007404,22,8.14163E-06,0.814162881,9,3.33067E-06,0.333066633,11,4.07081E-06,0.407081441,5,1.85037E-06,0.185037019,0.883615,0.0674106,0.0489744,0.2478348,0.2583672,0.3725763,0.1212217
Kentucky,2001,21,4068132,149,3.66261E-05,3.662614684,2,4.91626E-07,0.049162613,90,2.21232E-05,2.212317594,51,1.25365E-05,1.253646637,20,4.91626E-06,0.491626132,27,6.63695E-06,0.663695278,0.9169095,0.0671443,0.0159462,0.2513162,0.2553183,0.3775358,0.1158297
Louisiana,2001,22,4477875,87,1.94289E-05,1.942885855,2,4.4664E-07,0.044664043,46,1.02727E-05,1.027272981,23,5.13636E-06,0.513636491,11,2.45652E-06,0.245652235,18,4.01976E-06,0.401976384,0.6607367,0.3135166,0.0257466,0.2879507,0.2527554,0.347548,0.1117459
Maine,2001,23,1285692,61,4.74453E-05,4.744526683,0,0,0,21,1.63336E-05,1.633361645,15,1.16669E-05,1.166686889,10,7.77791E-06,0.777791259,17,1.32225E-05,1.322245141,0.9814571,0.0058207,0.0127222,0.2091829,0.2293244,0.4285655,0.1329272
Maryland,2001,24,5374691,500,9.30286E-05,9.302860388,5,9.30286E-07,0.093028604,24,4.46537E-06,0.446537299,22,4.09326E-06,0.409325857,5,9.30286E-07,0.093028604,445,8.27955E-05,8.279545745,0.660629,0.2701562,0.0692148,0.2738391,0.235847,0.382423,0.1078909
Massachusetts,2001,25,6397634,519,8.11237E-05,8.112374043,21,3.28246E-06,0.328246349,73,1.14105E-05,1.141046831,27,4.22031E-06,0.42203102,11,1.71939E-06,0.171938564,397,6.20542E-05,6.205419066,0.8727162,0.0563845,0.0708993,0.2371254,0.2431407,0.3893884,0.1303455
Michigan,2001,26,9991120,211,2.11188E-05,2.111875345,88,8.80782E-06,0.880782135,68,6.80604E-06,0.680604377,16,1.60142E-06,0.160142206,18,1.8016E-06,0.180159982,32,3.20284E-06,0.320284413,0.8311186,0.1318419,0.0370395,0.2525569,0.2492749,0.379966,0.1182022
Minnesota,2001,27,4982796,112,2.24773E-05,2.247734003,7,1.40483E-06,0.140483375,45,9.03107E-06,0.903107412,13,2.60898E-06,0.260897697,13,2.60898E-06,0.260897697,42,8.429E-06,0.842900251,0.9086832,0.0374901,0.0538267,0.2427468,0.2624108,0.387158,0.1076844
Mississippi,2001,28,2852994,26,9.11323E-06,0.911323333,1,3.50509E-07,0.035050897,15,5.25763E-06,0.525763461,5,1.75254E-06,0.175254487,3,1.05153E-06,0.105152692,4,1.40204E-06,0.14020359,0.6330253,0.3546142,0.0123605,0.2855521,0.2512678,0.3493536,0.1138265
Missouri,2001,29,5641142,137,2.42859E-05,2.428586269,24,4.25446E-06,0.42544577,55,9.7498E-06,0.974979889,20,3.54538E-06,0.354538141,36,6.38169E-06,0.638168655,14,2.48177E-06,0.248176699,0.870438,0.1084258,0.0211362,0.2583684,0.2474748,0.3711495,0.1230074
Montana,2001,30,906961,21,2.31542E-05,2.315424809,1,1.10258E-06,0.110258324,15,1.65387E-05,1.653874863,4,4.41033E-06,0.441033297,2,2.20517E-06,0.220516648,1,1.10258E-06,0.110258324,0.9247959,0.0024284,0.0727757,0.245748,0.2310189,0.3968988,0.1263342
Nebraska,2001,31,1719836,32,1.86064E-05,1.860642526,3,1.74435E-06,0.174435237,16,9.30321E-06,0.930321263,0,0,0,10,5.81451E-06,0.581450789,3,1.74435E-06,0.174435237,0.9142586,0.0425751,0.0431663,0.2578806,0.2586216,0.364439,0.1190587
Nevada,2001,32,2098399,205,9.76935E-05,9.76935273,25,1.19138E-05,1.191384479,97,4.62257E-05,4.62257178,52,2.47808E-05,2.478079717,23,1.09607E-05,1.096073721,35,1.66794E-05,1.667938271,0.8194609,0.0659451,0.114594,0.2758965,0.2581859,0.3573831,0.1085345
New Hampshire,2001,33,1255517,53,4.22137E-05,4.221368568,2,1.59297E-06,0.159296927,18,1.43367E-05,1.433672344,12,9.55782E-06,0.955781562,4,3.18594E-06,0.318593854,24,1.91156E-05,1.911563125,0.970545,0.0089148,0.0205402,0.2401844,0.2307657,0.417749,0.1113009
New Jersey,2001,34,8492671,419,4.93367E-05,4.933665745,206,2.42562E-05,2.425620868,97,1.14216E-05,1.142161282,30,3.53246E-06,0.353245757,35,4.1212E-06,0.41212005,90,1.05974E-05,1.059737272,0.7698538,0.1261003,0.1040459,0.2357779,0.2380872,0.4001391,0.1259958
New Mexico,2001,35,1831690,155,8.46213E-05,8.462130601,22,1.20108E-05,1.201076601,88,4.80431E-05,4.804306406,27,1.47405E-05,1.474048556,16,8.7351E-06,0.873510256,11,6.00538E-06,0.600538301,0.6982452,0.0295281,0.2722266,0.2735017,0.2422651,0.3717063,0.1125269
New York,2001,36,19082838,654,3.42716E-05,3.427163192,59,3.09178E-06,0.309178331,72,3.77302E-06,0.37730237,137,7.17923E-06,0.717922565,33,1.7293E-06,0.172930253,448,2.34766E-05,2.34765919,0.718115,0.153493,0.1283919,0.2560511,0.2486204,0.3713349,0.1239935
North Carolina,2001,37,8210122,342,4.16559E-05,4.165589744,50,6.09004E-06,0.609004349,151,1.83919E-05,1.839193133,109,1.32763E-05,1.32762948,58,7.06445E-06,0.706445044,7,8.52606E-07,0.085260609,0.7480206,0.2046678,0.0473116,0.2647263,0.2531272,0.3698175,0.112329
North Dakota,2001,38,639062,8,1.25183E-05,1.25183472,0,0,0,2,3.12959E-06,0.31295868,2,3.12959E-06,0.31295868,3,4.69438E-06,0.46943802,1,1.56479E-06,0.15647934,0.9331976,0.0061208,0.0606816,0.223489,0.2597404,0.3858229,0.1309478
Ohio,2001,39,11387404,356,3.12626E-05,3.126261262,88,7.72784E-06,0.772783683,156,1.36993E-05,1.36993471,39,3.42484E-06,0.342483678,57,5.00553E-06,0.500553067,48,4.21518E-06,0.421518372,0.8704975,0.1092477,0.0202548,0.2468909,0.2444919,0.3826925,0.1259248
Oklahoma,2001,40,3467100,170,4.90323E-05,4.90323325,8,2.3074E-06,0.230740388,101,2.9131E-05,2.913097401,45,1.29791E-05,1.297914684,22,6.34536E-06,0.634536068,4,1.1537E-06,0.115370194,0.8272859,0.0698413,0.1028727,0.2659318,0.2445101,0.3615843,0.1279738
